timestamp,feed_weight_kg,motor_current_a,throughput_kgph,grinder_temp_c,moisture_pct,bag_count
2026-03-27 21:59:00,181315.08,73.5,2403.9,73.69,12.58,3591
2026-03-27 22:59:00,181355.0,0.31,0,42.49,12.73,3591
2026-03-27 23:59:00,181355.0,0.48,0,31.82,12.4,3591
2026-03-28 00:59:00,181355.0,0.36,0,25.95,12.47,3591
2026-03-28 01:59:00,181355.0,0.13,0,26.59,12.39,3591
2026-03-28 02:59:00,181355.0,0.54,0,26.99,12.3,3591
2026-03-28 03:59:00,181355.0,0.22,0,27.7,12.38,3591
2026-03-28 04:59:00,181355.0,0.43,0,27.65,13.02,3591
2026-03-28 05:59:00,181355.0,0.24,0,27.6,12.5,3591
2026-03-28 06:59:00,183868.4,75.93,2481.5,60.02,12.43,3643
2026-03-28 07:59:00,186319.86,76.03,2394.7,67.86,12.18,3697
2026-03-28 08:59:00,188720.9,74.54,2423.1,71.43,12.56,3747
2026-03-28 09:59:00,191080.69,73.33,2317.9,72.5,12.73,3801
2026-03-28 10:59:00,193406.98,71.86,2269.7,72.77,12.35,3843
2026-03-28 11:59:00,195682.84,73.22,2295.5,73.65,13.13,3885
2026-03-28 12:59:00,197944.21,73.71,2259.9,73.36,12.98,3932
2026-03-28 13:59:00,200194.12,71.29,2279.6,74.92,12.28,3971
2026-03-28 14:59:00,202444.6,73.34,2237.2,71.69,12.68,4010
2026-03-28 15:59:00,204689.53,71.9,2272.5,71.95,12.77,4051
2026-03-28 16:59:00,206980.3,69.81,2284.7,72.2,12.4,4098
2026-03-28 17:59:00,209268.36,70.74,2269.3,72.54,12.76,4138
2026-03-28 18:59:00,211593.92,76.18,2361.7,71.66,12.62,4181
2026-03-28 19:59:00,213956.72,78.77,2362.4,71.74,12.15,4229
2026-03-28 20:59:00,216355.57,76.21,2393.7,71.53,12.29,4274
2026-03-28 21:59:00,218804.22,78.65,2411.3,72.97,12.43,4320
2026-03-28 22:59:00,218843.87,0.47,0,43.11,12.66,4320
2026-03-28 23:59:00,218843.87,0.1,0,32.53,12.55,4320
2026-03-29 00:59:00,218843.87,0.56,0,28.13,12.72,4320
2026-03-29 01:59:00,218843.87,0.08,0,28.83,12.51,4320
2026-03-29 02:59:00,218843.87,0.41,0,29.7,12.94,4320
2026-03-29 03:59:00,218843.87,0.38,0,28.52,12.68,4320
2026-03-29 04:59:00,218843.87,0.41,0,30.38,12.51,4320
2026-03-29 05:59:00,218843.87,0.01,0,30.59,12.82,4320
2026-03-29 06:59:00,218843.87,0.47,0,27.35,12.69,4320
2026-03-29 07:59:00,218843.87,0.72,0,27.96,12.48,4320
2026-03-29 08:59:00,218843.87,0.49,0,26.27,12.52,4320
2026-03-29 09:59:00,218843.87,0.21,0,26.87,12.15,4320
2026-03-29 10:59:00,218843.87,0.37,0,27.24,12.19,4320
2026-03-29 11:59:00,218843.87,0.42,0,28.93,12.35,4320
2026-03-29 12:59:00,218843.87,0.43,0,28.97,12.56,4320
2026-03-29 13:59:00,218843.87,0.12,0,26.23,12.23,4320
2026-03-29 14:59:00,218843.87,0.51,0,28.17,12.45,4320
2026-03-29 15:59:00,218843.87,0.22,0,30.38,12.59,4320
2026-03-29 16:59:00,218843.87,0.71,0,27.35,12.6,4320
2026-03-29 17:59:00,218843.87,0.0,0,26.14,12.4,4320
2026-03-29 18:59:00,218843.87,0.23,0,26.27,12.51,4320
2026-03-29 19:59:00,218843.87,1.08,0,27.3,12.76,4320
2026-03-29 20:59:00,218843.87,0.38,0,27.88,12.31,4320
2026-03-29 21:59:00,218843.87,0.02,0,27.67,12.66,4320
2026-03-29 22:59:00,218843.87,0.31,0,30.45,12.59,4320
2026-03-29 23:59:00,218843.87,0.2,0,28.99,12.91,4320
2026-03-30 00:59:00,218843.87,0.11,0,27.61,12.66,4320
2026-03-30 01:59:00,218843.87,0.36,0,27.64,12.36,4320
2026-03-30 02:59:00,218843.87,0.34,0,29.49,12.45,4320
2026-03-30 03:59:00,218843.87,0.36,0,28.37,12.34,4320
2026-03-30 04:59:00,218843.87,0.35,0,27.1,12.5,4320
2026-03-30 05:59:00,218843.87,0.0,0,27.77,12.66,4320
2026-03-30 06:59:00,221345.5,78.05,2479.1,59.34,13.24,4373
2026-03-30 07:59:00,223796.15,72.28,2425.8,67.26,12.35,4422
2026-03-30 08:59:00,226204.48,74.87,2400.5,68.94,12.54,4475
2026-03-30 09:59:00,228550.53,74.4,2347.5,71.41,12.91,4521
2026-03-30 10:59:00,230884.6,78.43,2381.5,70.79,12.41,4566
2026-03-30 11:59:00,233141.31,71.19,2276.0,71.32,12.96,4606
2026-03-30 12:59:00,235412.05,73.97,2198.1,72.39,12.44,4655
2026-03-30 13:59:00,237669.39,73.79,2297.2,71.52,12.23,4701
2026-03-30 14:59:00,239928.91,71.57,2266.9,70.78,12.55,4749
2026-03-30 15:59:00,242184.21,76.11,2269.0,70.78,12.76,4798
2026-03-30 16:59:00,244449.76,72.27,2319.3,73.39,12.9,4846
2026-03-30 17:59:00,246725.77,70.25,2280.8,72.37,13.39,4894
2026-03-30 18:59:00,249057.0,73.86,2279.6,72.33,12.8,4944
2026-03-30 19:59:00,251426.7,72.71,2308.5,72.85,12.44,4995
2026-03-30 20:59:00,253839.34,72.19,2375.5,72.56,12.94,5046
2026-03-30 21:59:00,256293.45,76.08,2521.7,72.88,13.25,5092
2026-03-30 22:59:00,256335.77,0.28,0,42.07,12.95,5092
2026-03-30 23:59:00,256335.77,0.29,0,30.97,12.5,5092
2026-03-31 00:59:00,256335.77,0.48,0,28.19,12.28,5092
2026-03-31 01:59:00,256335.77,0.0,0,28.09,12.5,5092
2026-03-31 02:59:00,256335.77,0.79,0,28.33,12.51,5092
2026-03-31 03:59:00,256335.77,0.07,0,26.92,12.21,5092
2026-03-31 04:59:00,256335.77,0.48,0,27.21,11.94,5092
2026-03-31 05:59:00,256335.77,0.59,0,29.01,12.34,5092
2026-03-31 06:59:00,258831.21,79.4,2448.3,59.46,12.27,5142
2026-03-31 07:59:00,261283.73,72.95,2331.6,68.78,12.22,5185
2026-03-31 08:59:00,263688.28,77.56,2468.7,69.6,11.92,5233
2026-03-31 09:59:00,266039.09,73.41,2328.4,71.73,12.52,5273
2026-03-31 10:59:00,268352.84,72.75,2295.6,71.93,12.53,5320
2026-03-31 11:59:00,268390.72,0.86,0,40.08,12.37,5320
2026-03-31 12:59:00,268390.72,0.0,0,31.97,12.49,5320
2026-03-31 13:59:00,270647.48,70.95,2234.6,60.04,12.79,5364
2026-03-31 14:59:00,272898.91,75.39,2250.4,70.12,12.6,5410
2026-03-31 15:59:00,275138.95,75.12,2216.5,72.19,12.15,5456
2026-03-31 16:59:00,277383.86,73.47,2309.5,73.77,12.25,5502
2026-03-31 17:59:00,279670.09,74.51,2287.3,72.69,12.46,5550
2026-03-31 18:59:00,281995.4,72.73,2342.0,72.04,12.77,5598
2026-03-31 19:59:00,284352.36,75.83,2391.1,72.36,12.74,5640
2026-03-31 20:59:00,286736.52,76.02,2385.9,70.57,12.77,5685
2026-03-31 21:59:00,289189.43,78.08,2436.9,70.15,12.25,5727
2026-03-31 22:59:00,289230.13,0.33,0,42.54,12.34,5727
2026-03-31 23:59:00,289230.13,0.0,0,32.56,12.46,5727
2026-04-01 00:59:00,289230.13,0.02,0,28.36,11.92,5727
2026-04-01 01:59:00,289230.13,0.3,0,28.49,12.41,5727
2026-04-01 02:59:00,289230.13,0.09,0,25.38,12.39,5727
2026-04-01 03:59:00,289230.13,0.0,0,27.0,12.45,5727
2026-04-01 04:59:00,289230.13,0.72,0,27.12,12.49,5727
2026-04-01 05:59:00,289230.13,0.22,0,28.51,12.89,5727
2026-04-01 06:59:00,291736.79,81.78,2618.1,59.16,12.98,5773
2026-04-01 07:59:00,294191.29,75.22,2470.6,66.92,13.01,5825
2026-04-01 08:59:00,296605.9,72.09,2316.9,70.0,13.08,5874
2026-04-01 09:59:00,298974.19,72.31,2323.2,69.94,12.6,5924
2026-04-01 10:59:00,301304.27,71.95,2376.2,70.2,12.66,5970
2026-04-01 11:59:00,303602.27,74.27,2316.3,71.97,12.41,6022
2026-04-01 12:59:00,305871.24,71.71,2242.5,70.25,12.69,6063
2026-04-01 13:59:00,308132.52,72.76,2282.8,72.68,12.23,6111
2026-04-01 14:59:00,310388.53,70.5,2239.1,72.66,12.55,6156
2026-04-01 15:59:00,312627.79,75.53,2316.0,71.33,12.52,6200
2026-04-01 16:59:00,314891.69,72.74,2300.7,71.04,12.55,6243
2026-04-01 17:59:00,317194.58,72.65,2250.2,69.61,12.2,6287
2026-04-01 18:59:00,319526.44,70.78,2289.1,69.98,12.42,6335
2026-04-01 19:59:00,321885.56,75.97,2335.1,71.0,12.31,6381
2026-04-01 20:59:00,324288.04,74.84,2405.9,71.11,12.88,6430
2026-04-01 21:59:00,326734.96,73.72,2425.5,73.62,12.53,6482
2026-04-01 22:59:00,326775.29,0.18,0,42.95,12.98,6482
2026-04-01 23:59:00,326775.29,0.0,0,33.89,12.69,6482
2026-04-02 00:59:00,326775.29,0.13,0,30.15,12.56,6482
2026-04-02 01:59:00,326775.29,0.67,0,28.15,12.19,6482
2026-04-02 02:59:00,326775.29,0.47,0,26.49,12.14,6482
2026-04-02 03:59:00,326775.29,0.41,0,28.27,12.58,6482
2026-04-02 04:59:00,326775.29,0.0,0,28.85,12.16,6482
2026-04-02 05:59:00,326775.29,0.53,0,27.14,12.47,6482
2026-04-02 06:59:00,329282.01,77.93,2574.2,56.46,12.54,6527
2026-04-02 07:59:00,331726.3,72.06,2446.2,65.72,12.64,6569
2026-04-02 08:59:00,334130.56,76.72,2413.9,70.37,12.67,6616
2026-04-02 09:59:00,336490.41,74.53,2411.9,71.49,12.14,6664
2026-04-02 10:59:00,338817.44,75.36,2313.9,69.74,12.14,6711
2026-04-02 11:59:00,341113.24,72.6,2266.6,72.42,12.23,6757
2026-04-02 12:59:00,343380.14,70.57,2222.0,73.85,12.52,6804
2026-04-02 13:59:00,345634.1,75.16,2229.5,71.82,12.22,6849
2026-04-02 14:59:00,347867.57,70.62,2225.7,73.21,12.89,6895
2026-04-02 15:59:00,350115.83,73.77,2182.6,70.69,12.65,6940
2026-04-02 16:59:00,352384.46,72.72,2357.2,71.95,12.28,6984
2026-04-02 17:59:00,354680.07,68.72,2257.7,71.18,12.9,7035
2026-04-02 18:59:00,357006.29,70.81,2315.7,72.26,12.36,7081
2026-04-02 19:59:00,359367.74,75.59,2341.0,71.94,12.64,7129
2026-04-02 20:59:00,361771.15,75.05,2438.5,72.93,12.48,7173
2026-04-02 21:59:00,364220.45,77.09,2448.4,71.22,12.71,7227
2026-04-02 22:59:00,364260.84,0.18,0,40.95,12.3,7227
2026-04-02 23:59:00,364260.84,0.5,0,30.83,12.39,7227
2026-04-03 00:59:00,364260.84,0.0,0,30.35,12.08,7227
2026-04-03 01:59:00,364260.84,0.43,0,29.39,12.19,7227
2026-04-03 02:59:00,364260.84,0.0,0,27.97,12.48,7227
2026-04-03 03:59:00,364260.84,0.44,0,25.92,12.6,7227
2026-04-03 04:59:00,364260.84,0.0,0,27.98,12.66,7227
2026-04-03 05:59:00,364260.84,0.38,0,29.8,12.61,7227
2026-04-03 06:59:00,366761.58,80.25,2494.9,58.42,12.83,7273
2026-04-03 07:59:00,369214.6,73.48,2430.2,67.28,12.89,7325
2026-04-03 08:59:00,371604.1,74.23,2376.0,68.37,12.92,7373
2026-04-03 09:59:00,373954.5,74.54,2377.1,71.27,12.46,7421
2026-04-03 10:59:00,376278.76,73.59,2334.3,70.44,12.33,7471
2026-04-03 11:59:00,378567.07,71.49,2253.3,73.05,12.21,7520
2026-04-03 12:59:00,380825.02,71.38,2249.4,72.08,12.56,7566
2026-04-03 13:59:00,383057.39,72.68,2231.4,73.89,12.39,7607
2026-04-03 14:59:00,385287.87,72.42,2303.4,73.92,12.45,7653
2026-04-03 15:59:00,387540.45,71.84,2255.2,72.26,12.61,7699
2026-04-03 16:59:00,389805.21,70.9,2265.1,71.85,12.22,7742
2026-04-03 17:59:00,392092.7,74.04,2269.7,71.91,12.48,7784
2026-04-03 18:59:00,394416.32,72.23,2354.2,71.75,12.5,7829
2026-04-03 19:59:00,396777.94,77.04,2398.4,74.0,12.44,7879
2026-04-03 20:59:00,399184.5,73.54,2344.8,74.3,12.24,7928
2026-04-03 21:59:00,401606.12,75.37,2451.4,73.93,12.07,7979
2026-04-03 22:59:00,401646.95,0.21,0,42.07,12.03,7979
2026-04-03 23:59:00,401646.95,0.42,0,33.86,12.48,7979
2026-04-04 00:59:00,401646.95,0.05,0,28.77,12.68,7979
2026-04-04 01:59:00,401646.95,1.04,0,28.92,12.7,7979
2026-04-04 02:59:00,401646.95,0.14,0,27.83,12.4,7979
2026-04-04 03:59:00,401646.95,0.16,0,27.2,12.57,7979
2026-04-04 04:59:00,401646.95,0.59,0,29.07,12.14,7979
2026-04-04 05:59:00,401646.95,0.49,0,26.82,12.49,7979
2026-04-04 06:59:00,404148.77,79.14,2511.4,58.27,12.34,8032
2026-04-04 07:59:00,406603.2,75.72,2398.7,68.77,12.75,8086
2026-04-04 08:59:00,409007.28,75.09,2409.3,72.24,12.82,8132
2026-04-04 09:59:00,411375.49,73.34,2310.4,74.26,12.64,8183
2026-04-04 10:59:00,413693.89,75.28,2363.2,73.99,12.36,8228
2026-04-04 11:59:00,415981.42,70.65,2193.8,73.49,12.38,8271
2026-04-04 12:59:00,418246.09,72.84,2293.7,74.04,12.37,8320
2026-04-04 13:59:00,420499.69,72.98,2170.1,73.35,12.56,8369
2026-04-04 14:59:00,422755.13,70.38,2157.5,72.74,12.68,8411
2026-04-04 15:59:00,425006.8,73.09,2223.6,72.85,13.08,8457
2026-04-04 16:59:00,427258.09,72.17,2230.9,72.8,12.5,8504
2026-04-04 17:59:00,429554.58,73.81,2247.8,70.61,12.5,8550
2026-04-04 18:59:00,431876.82,75.45,2345.2,71.89,11.83,8595
2026-04-04 19:59:00,434235.94,74.61,2327.8,71.7,12.31,8643
2026-04-04 20:59:00,436627.28,76.4,2444.7,70.9,12.4,8693
2026-04-04 21:59:00,439064.72,74.36,2408.1,72.58,12.45,8739
2026-04-04 22:59:00,439104.1,0.51,0,42.31,12.69,8739
2026-04-04 23:59:00,439104.1,0.55,0,32.24,12.61,8739
2026-04-05 00:59:00,439104.1,0.8,0,30.51,12.55,8739
2026-04-05 01:59:00,439104.1,0.2,0,29.25,12.52,8739
2026-04-05 02:59:00,439104.1,0.74,0,28.98,12.52,8739
2026-04-05 03:59:00,439104.1,0.25,0,28.22,12.54,8739
2026-04-05 04:59:00,439104.1,0.44,0,29.28,12.39,8739
2026-04-05 05:59:00,439104.1,0.86,0,27.21,12.63,8739
2026-04-05 06:59:00,439104.1,0.0,0,27.27,12.37,8739
2026-04-05 07:59:00,439104.1,0.42,0,27.25,12.85,8739
2026-04-05 08:59:00,439104.1,0.6,0,25.67,12.44,8739
2026-04-05 09:59:00,439104.1,0.05,0,27.96,12.86,8739
2026-04-05 10:59:00,439104.1,0.0,0,28.22,13.0,8739
2026-04-05 11:59:00,439104.1,0.6,0,30.11,12.46,8739
2026-04-05 12:59:00,439104.1,0.21,0,27.08,12.73,8739
2026-04-05 13:59:00,439104.1,0.04,0,27.18,12.71,8739
2026-04-05 14:59:00,439104.1,0.55,0,28.67,12.68,8739
2026-04-05 15:59:00,439104.1,0.76,0,30.31,12.43,8739
2026-04-05 16:59:00,439104.1,0.35,0,29.28,12.49,8739
2026-04-05 17:59:00,439104.1,0.28,0,28.37,12.43,8739
2026-04-05 18:59:00,439104.1,0.21,0,25.96,12.41,8739
2026-04-05 19:59:00,439104.1,0.65,0,26.24,12.5,8739
2026-04-05 20:59:00,439104.1,0.49,0,27.6,12.51,8739
2026-04-05 21:59:00,439104.1,0.24,0,29.29,12.6,8739
2026-04-05 22:59:00,439104.1,0.47,0,27.9,12.61,8739
2026-04-05 23:59:00,439104.1,0.6,0,27.0,12.56,8739
2026-04-06 00:59:00,439104.1,0.51,0,28.44,12.35,8739
2026-04-06 01:59:00,439104.1,0.0,0,27.89,12.48,8739
2026-04-06 02:59:00,439104.1,0.36,0,25.89,12.47,8739
2026-04-06 03:59:00,439104.1,0.45,0,27.66,12.51,8739
2026-04-06 04:59:00,439104.1,0.05,0,24.82,12.38,8739
2026-04-06 05:59:00,439104.1,0.0,0,28.19,12.39,8739
2026-04-06 06:59:00,441593.42,76.44,2555.1,58.17,12.22,8791
2026-04-06 07:59:00,444033.91,77.52,2452.8,65.35,12.54,8841
2026-04-06 08:59:00,446438.74,77.11,2402.3,69.32,12.63,8887
2026-04-06 09:59:00,446478.65,0.39,0,40.33,12.62,8887
2026-04-06 10:59:00,446478.65,0.0,0,30.94,12.51,8887
2026-04-06 11:59:00,446478.65,0.63,0,27.14,12.53,8887
2026-04-06 12:59:00,448743.58,72.1,2287.8,57.51,12.63,8934
2026-04-06 13:59:00,450989.74,71.48,2285.1,65.86,12.72,8984
2026-04-06 14:59:00,453236.97,72.84,2236.2,70.0,12.02,9030
2026-04-06 15:59:00,455479.22,72.22,2276.7,71.31,12.34,9082
2026-04-06 16:59:00,457753.58,72.1,2213.3,73.57,12.77,9129
2026-04-06 17:59:00,460050.28,74.11,2285.1,73.22,12.76,9175
2026-04-06 18:59:00,462364.84,74.66,2350.7,72.69,12.92,9221
2026-04-06 19:59:00,464724.38,71.93,2314.8,70.25,12.55,9268
2026-04-06 20:59:00,467132.11,76.46,2432.2,71.89,12.46,9318
2026-04-06 21:59:00,469591.55,77.67,2487.6,72.05,12.64,9365
